instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,keterangan,hr,year_month,hum_bin
304,2011-01-14,1,0,1,0,5,1,1,0.1,0.1212,0.54,0.1343,0,1,1,hour,2.0,2011-01,Normal (30-60%)
305,2011-01-14,1,0,1,0,5,1,1,0.1,0.1364,0.54,0.1045,0,1,1,hour,3.0,2011-01,Normal (30-60%)
306,2011-01-14,1,0,1,0,5,1,1,0.1,0.1364,0.54,0.0896,0,8,8,hour,5.0,2011-01,Normal (30-60%)
307,2011-01-14,1,0,1,0,5,1,1,0.1,0.1818,0.54,0.0,0,17,17,hour,6.0,2011-01,Normal (30-60%)
308,2011-01-14,1,0,1,0,5,1,1,0.1,0.1212,0.74,0.1642,0,70,70,hour,7.0,2011-01,Lembap (>60%)
309,2011-01-14,1,0,1,0,5,1,1,0.12,0.1667,0.68,0.0,2,156,158,hour,8.0,2011-01,Lembap (>60%)
310,2011-01-14,1,0,1,0,5,1,1,0.14,0.1515,0.69,0.1343,0,117,117,hour,9.0,2011-01,Lembap (>60%)
311,2011-01-14,1,0,1,0,5,1,1,0.18,0.1818,0.55,0.194,4,40,44,hour,10.0,2011-01,Normal (30-60%)
312,2011-01-14,1,0,1,0,5,1,1,0.18,0.1667,0.51,0.2836,6,47,53,hour,11.0,2011-01,Normal (30-60%)
313,2011-01-14,1,0,1,0,5,1,1,0.2,0.197,0.44,0.2537,2,59,61,hour,12.0,2011-01,Normal (30-60%)
314,2011-01-14,1,0,1,0,5,1,1,0.22,0.197,0.37,0.3881,4,73,77,hour,13.0,2011-01,Normal (30-60%)
315,2011-01-14,1,0,1,0,5,1,1,0.22,0.2121,0.41,0.2836,5,59,64,hour,14.0,2011-01,Normal (30-60%)
316,2011-01-14,1,0,1,0,5,1,1,0.24,0.2424,0.38,0.1642,9,59,68,hour,15.0,2011-01,Normal (30-60%)
317,2011-01-14,1,0,1,0,5,1,1,0.22,0.2424,0.41,0.1045,3,87,90,hour,16.0,2011-01,Normal (30-60%)
318,2011-01-14,1,0,1,0,5,1,1,0.22,0.2273,0.41,0.1642,4,155,159,hour,17.0,2011-01,Normal (30-60%)
319,2011-01-14,1,0,1,0,5,1,1,0.2,0.2576,0.47,0.0,5,134,139,hour,18.0,2011-01,Normal (30-60%)
320,2011-01-14,1,0,1,0,5,1,1,0.16,0.197,0.59,0.0896,3,89,92,hour,19.0,2011-01,Normal (30-60%)
321,2011-01-14,1,0,1,0,5,1,1,0.18,0.2424,0.59,0.0,0,68,68,hour,20.0,2011-01,Normal (30-60%)
322,2011-01-14,1,0,1,0,5,1,1,0.16,0.2273,0.69,0.0,4,48,52,hour,21.0,2011-01,Lembap (>60%)
323,2011-01-14,1,0,1,0,5,1,2,0.16,0.2273,0.69,0.0,2,34,36,hour,22.0,2011-01,Lembap (>60%)
324,2011-01-14,1,0,1,0,5,1,2,0.18,0.2424,0.55,0.0,1,26,27,hour,23.0,2011-01,Normal (30-60%)
325,2011-01-15,1,0,1,0,6,0,1,0.18,0.2424,0.55,0.0,3,25,28,hour,0.0,2011-01,Normal (30-60%)
326,2011-01-15,1,0,1,0,6,0,2,0.16,0.197,0.59,0.0896,2,18,20,hour,1.0,2011-01,Normal (30-60%)
327,2011-01-15,1,0,1,0,6,0,2,0.16,0.197,0.59,0.0896,0,12,12,hour,2.0,2011-01,Normal (30-60%)
328,2011-01-15,1,0,1,0,6,0,2,0.16,0.2273,0.59,0.0,1,7,8,hour,3.0,2011-01,Normal (30-60%)
329,2011-01-15,1,0,1,0,6,0,2,0.16,0.2273,0.59,0.0,0,5,5,hour,4.0,2011-01,Normal (30-60%)
330,2011-01-15,1,0,1,0,6,0,1,0.16,0.2273,0.59,0.0,0,1,1,hour,5.0,2011-01,Normal (30-60%)
331,2011-01-15,1,0,1,0,6,0,1,0.14,0.1667,0.63,0.1045,1,2,3,hour,6.0,2011-01,Lembap (>60%)
332,2011-01-15,1,0,1,0,6,0,1,0.14,0.2121,0.63,0.0,1,9,10,hour,7.0,2011-01,Lembap (>60%)
333,2011-01-15,1,0,1,0,6,0,1,0.14,0.1515,0.63,0.1343,1,22,23,hour,8.0,2011-01,Lembap (>60%)
334,2011-01-15,1,0,1,0,6,0,1,0.16,0.1818,0.64,0.1343,2,31,33,hour,9.0,2011-01,Lembap (>60%)
335,2011-01-15,1,0,1,0,6,0,1,0.18,0.197,0.59,0.1642,2,57,59,hour,10.0,2011-01,Normal (30-60%)
336,2011-01-15,1,0,1,0,6,0,1,0.2,0.197,0.55,0.2239,18,54,72,hour,11.0,2011-01,Normal (30-60%)
337,2011-01-15,1,0,1,0,6,0,1,0.24,0.2273,0.48,0.2239,15,74,89,hour,12.0,2011-01,Normal (30-60%)
338,2011-01-15,1,0,1,0,6,0,1,0.28,0.2576,0.38,0.2985,21,80,101,hour,13.0,2011-01,Normal (30-60%)
339,2011-01-15,1,0,1,0,6,0,1,0.3,0.2879,0.39,0.2836,26,92,118,hour,14.0,2011-01,Normal (30-60%)
340,2011-01-15,1,0,1,0,6,0,2,0.32,0.3182,0.36,0.194,21,108,129,hour,15.0,2011-01,Normal (30-60%)
341,2011-01-15,1,0,1,0,6,0,2,0.34,0.3333,0.34,0.194,33,95,128,hour,16.0,2011-01,Normal (30-60%)
342,2011-01-15,1,0,1,0,6,0,2,0.32,0.303,0.36,0.2836,29,54,83,hour,17.0,2011-01,Normal (30-60%)
343,2011-01-15,1,0,1,0,6,0,2,0.3,0.2879,0.45,0.2537,15,69,84,hour,18.0,2011-01,Normal (30-60%)
344,2011-01-15,1,0,1,0,6,0,2,0.32,0.303,0.39,0.2537,14,60,74,hour,19.0,2011-01,Normal (30-60%)
345,2011-01-15,1,0,1,0,6,0,2,0.32,0.303,0.39,0.2537,6,35,41,hour,20.0,2011-01,Normal (30-60%)
346,2011-01-15,1,0,1,0,6,0,2,0.32,0.303,0.39,0.2239,6,51,57,hour,21.0,2011-01,Normal (30-60%)
347,2011-01-15,1,0,1,0,6,0,2,0.3,0.3182,0.42,0.1045,0,26,26,hour,22.0,2011-01,Normal (30-60%)
348,2011-01-15,1,0,1,0,6,0,1,0.3,0.2879,0.45,0.2836,5,39,44,hour,23.0,2011-01,Normal (30-60%)
349,2011-01-16,1,0,1,0,0,0,1,0.26,0.303,0.56,0.0,6,33,39,hour,0.0,2011-01,Normal (30-60%)
350,2011-01-16,1,0,1,0,0,0,1,0.26,0.2727,0.56,0.1343,4,19,23,hour,1.0,2011-01,Normal (30-60%)
351,2011-01-16,1,0,1,0,0,0,1,0.26,0.2879,0.56,0.0896,3,13,16,hour,2.0,2011-01,Normal (30-60%)
352,2011-01-16,1,0,1,0,0,0,1,0.22,0.2727,0.69,0.0,9,6,15,hour,3.0,2011-01,Lembap (>60%)
353,2011-01-16,1,0,1,0,0,0,1,0.26,0.2576,0.56,0.1642,0,1,1,hour,4.0,2011-01,Normal (30-60%)
354,2011-01-16,1,0,1,0,0,0,2,0.26,0.2576,0.56,0.1642,1,1,2,hour,5.0,2011-01,Normal (30-60%)
355,2011-01-16,1,0,1,0,0,0,2,0.26,0.2576,0.56,0.1642,0,1,1,hour,6.0,2011-01,Normal (30-60%)
356,2011-01-16,1,0,1,0,0,0,2,0.24,0.2121,0.56,0.2985,0,3,3,hour,7.0,2011-01,Normal (30-60%)
357,2011-01-16,1,0,1,0,0,0,1,0.22,0.2121,0.55,0.2836,0,18,18,hour,8.0,2011-01,Normal (30-60%)
358,2011-01-16,1,0,1,0,0,0,1,0.22,0.2121,0.51,0.2537,3,29,32,hour,9.0,2011-01,Normal (30-60%)
359,2011-01-16,1,0,1,0,0,0,1,0.22,0.2121,0.51,0.2836,8,71,79,hour,10.0,2011-01,Normal (30-60%)
360,2011-01-16,1,0,1,0,0,0,1,0.24,0.2273,0.44,0.2537,23,70,93,hour,11.0,2011-01,Normal (30-60%)
361,2011-01-16,1,0,1,0,0,0,1,0.24,0.2121,0.41,0.2836,29,75,104,hour,12.0,2011-01,Normal (30-60%)
362,2011-01-16,1,0,1,0,0,0,1,0.26,0.2273,0.35,0.2985,23,95,118,hour,13.0,2011-01,Normal (30-60%)
363,2011-01-16,1,0,1,0,0,0,1,0.28,0.2727,0.36,0.2537,22,69,91,hour,14.0,2011-01,Normal (30-60%)
364,2011-01-16,1,0,1,0,0,0,1,0.26,0.2424,0.38,0.2537,35,78,113,hour,15.0,2011-01,Normal (30-60%)
365,2011-01-16,1,0,1,0,0,0,1,0.24,0.2273,0.38,0.2239,22,77,99,hour,16.0,2011-01,Normal (30-60%)
366,2011-01-16,1,0,1,0,0,0,1,0.22,0.2121,0.37,0.2537,23,82,105,hour,17.0,2011-01,Normal (30-60%)
367,2011-01-16,1,0,1,0,0,0,1,0.2,0.2121,0.4,0.1642,11,56,67,hour,18.0,2011-01,Normal (30-60%)
368,2011-01-16,1,0,1,0,0,0,1,0.18,0.197,0.47,0.1343,14,47,61,hour,19.0,2011-01,Normal (30-60%)
369,2011-01-16,1,0,1,0,0,0,1,0.18,0.197,0.47,0.1642,7,50,57,hour,20.0,2011-01,Normal (30-60%)
370,2011-01-16,1,0,1,0,0,0,1,0.18,0.197,0.51,0.1642,6,22,28,hour,21.0,2011-01,Normal (30-60%)
371,2011-01-16,1,0,1,0,0,0,2,0.2,0.2121,0.49,0.1343,2,19,21,hour,22.0,2011-01,Normal (30-60%)
372,2011-01-16,1,0,1,0,0,0,2,0.2,0.2273,0.4,0.1045,0,18,18,hour,23.0,2011-01,Normal (30-60%)
373,2011-01-17,1,0,1,1,1,0,2,0.2,0.197,0.47,0.2239,1,16,17,hour,0.0,2011-01,Normal (30-60%)
374,2011-01-17,1,0,1,1,1,0,2,0.2,0.197,0.44,0.194,1,15,16,hour,1.0,2011-01,Normal (30-60%)
375,2011-01-17,1,0,1,1,1,0,2,0.18,0.1667,0.43,0.2537,0,8,8,hour,2.0,2011-01,Normal (30-60%)
376,2011-01-17,1,0,1,1,1,0,2,0.18,0.1818,0.43,0.194,0,2,2,hour,3.0,2011-01,Normal (30-60%)
377,2011-01-17,1,0,1,1,1,0,2,0.18,0.197,0.43,0.1343,1,2,3,hour,4.0,2011-01,Normal (30-60%)
378,2011-01-17,1,0,1,1,1,0,2,0.18,0.197,0.43,0.1642,0,1,1,hour,5.0,2011-01,Normal (30-60%)
379,2011-01-17,1,0,1,1,1,0,2,0.18,0.1818,0.43,0.194,0,5,5,hour,6.0,2011-01,Normal (30-60%)
380,2011-01-17,1,0,1,1,1,0,2,0.16,0.1818,0.5,0.1343,4,9,13,hour,7.0,2011-01,Normal (30-60%)
381,2011-01-17,1,0,1,1,1,0,2,0.16,0.1515,0.47,0.2239,3,30,33,hour,8.0,2011-01,Normal (30-60%)
382,2011-01-17,1,0,1,1,1,0,2,0.16,0.1515,0.47,0.2239,8,39,47,hour,9.0,2011-01,Normal (30-60%)
383,2011-01-17,1,0,1,1,1,0,2,0.16,0.1515,0.5,0.2537,7,50,57,hour,10.0,2011-01,Normal (30-60%)
384,2011-01-17,1,0,1,1,1,0,2,0.16,0.1515,0.55,0.194,9,55,64,hour,11.0,2011-01,Normal (30-60%)
385,2011-01-17,1,0,1,1,1,0,2,0.18,0.197,0.47,0.1343,10,70,80,hour,12.0,2011-01,Normal (30-60%)
386,2011-01-17,1,0,1,1,1,0,2,0.18,0.197,0.47,0.1343,13,80,93,hour,13.0,2011-01,Normal (30-60%)
387,2011-01-17,1,0,1,1,1,0,2,0.18,0.2121,0.43,0.1045,12,74,86,hour,14.0,2011-01,Normal (30-60%)
388,2011-01-17,1,0,1,1,1,0,2,0.2,0.2121,0.47,0.1642,21,72,93,hour,15.0,2011-01,Normal (30-60%)
389,2011-01-17,1,0,1,1,1,0,2,0.2,0.2121,0.47,0.1642,6,76,82,hour,16.0,2011-01,Normal (30-60%)
390,2011-01-17,1,0,1,1,1,0,1,0.2,0.197,0.51,0.194,4,67,71,hour,17.0,2011-01,Normal (30-60%)
391,2011-01-17,1,0,1,1,1,0,2,0.18,0.1667,0.55,0.2537,7,85,92,hour,18.0,2011-01,Normal (30-60%)
392,2011-01-17,1,0,1,1,1,0,3,0.18,0.1818,0.59,0.194,2,58,60,hour,19.0,2011-01,Normal (30-60%)
393,2011-01-17,1,0,1,1,1,0,3,0.16,0.1515,0.8,0.194,4,29,33,hour,20.0,2011-01,Lembap (>60%)
394,2011-01-17,1,0,1,1,1,0,3,0.16,0.1515,0.8,0.194,3,24,27,hour,21.0,2011-01,Lembap (>60%)
395,2011-01-17,1,0,1,1,1,0,3,0.14,0.1212,0.93,0.2537,0,13,13,hour,22.0,2011-01,Lembap (>60%)
396,2011-01-17,1,0,1,1,1,0,3,0.16,0.1364,0.86,0.2836,1,3,4,hour,23.0,2011-01,Lembap (>60%)
397,2011-01-18,1,0,1,0,2,1,2,0.2,0.1818,0.86,0.3284,0,3,3,hour,12.0,2011-01,Lembap (>60%)
398,2011-01-18,1,0,1,0,2,1,2,0.2,0.197,0.86,0.2239,0,22,22,hour,13.0,2011-01,Lembap (>60%)
399,2011-01-18,1,0,1,0,2,1,2,0.22,0.2273,0.8,0.1642,2,26,28,hour,14.0,2011-01,Lembap (>60%)
400,2011-01-18,1,0,1,0,2,1,2,0.22,0.2273,0.87,0.1642,3,32,35,hour,15.0,2011-01,Lembap (>60%)
401,2011-01-18,1,0,1,0,2,1,2,0.22,0.2273,0.87,0.194,0,61,61,hour,16.0,2011-01,Lembap (>60%)
402,2011-01-18,1,0,1,0,2,1,2,0.22,0.2273,0.82,0.194,1,124,125,hour,17.0,2011-01,Lembap (>60%)
403,2011-01-18,1,0,1,0,2,1,2,0.22,0.2273,0.8,0.1642,1,132,133,hour,18.0,2011-01,Lembap (>60%)
404,2011-01-18,1,0,1,0,2,1,2,0.22,0.2273,0.8,0.1343,1,98,99,hour,19.0,2011-01,Lembap (>60%)
405,2011-01-18,1,0,1,0,2,1,2,0.22,0.2727,0.87,0.0,0,83,83,hour,20.0,2011-01,Lembap (>60%)
406,2011-01-18,1,0,1,0,2,1,2,0.22,0.2424,0.93,0.1045,0,41,41,hour,21.0,2011-01,Lembap (>60%)
407,2011-01-18,1,0,1,0,2,1,2,0.22,0.2576,0.93,0.0896,0,33,33,hour,22.0,2011-01,Lembap (>60%)
408,2011-01-18,1,0,1,0,2,1,2,0.22,0.2727,0.93,0.0,1,19,20,hour,23.0,2011-01,Lembap (>60%)
409,2011-01-19,1,0,1,0,3,1,2,0.22,0.2727,0.93,0.0,0,3,3,hour,0.0,2011-01,Lembap (>60%)
410,2011-01-19,1,0,1,0,3,1,3,0.22,0.2273,0.93,0.1343,1,6,7,hour,1.0,2011-01,Lembap (>60%)
411,2011-01-19,1,0,1,0,3,1,3,0.22,0.2273,0.93,0.1343,0,3,3,hour,2.0,2011-01,Lembap (>60%)
412,2011-01-19,1,0,1,0,3,1,3,0.22,0.2273,0.93,0.1343,1,1,2,hour,4.0,2011-01,Lembap (>60%)
413,2011-01-19,1,0,1,0,3,1,2,0.22,0.2576,0.93,0.0896,0,7,7,hour,5.0,2011-01,Lembap (>60%)
414,2011-01-19,1,0,1,0,3,1,2,0.22,0.2576,0.93,0.0896,0,32,32,hour,6.0,2011-01,Lembap (>60%)
415,2011-01-19,1,0,1,0,3,1,2,0.24,0.2576,0.92,0.1045,1,89,90,hour,7.0,2011-01,Lembap (>60%)
416,2011-01-19,1,0,1,0,3,1,2,0.24,0.2576,0.93,0.1045,1,196,197,hour,8.0,2011-01,Lembap (>60%)
417,2011-01-19,1,0,1,0,3,1,2,0.24,0.2576,0.93,0.1045,2,107,109,hour,9.0,2011-01,Lembap (>60%)
418,2011-01-19,1,0,1,0,3,1,2,0.26,0.2727,0.93,0.1343,1,46,47,hour,10.0,2011-01,Lembap (>60%)
419,2011-01-19,1,0,1,0,3,1,2,0.28,0.303,0.87,0.0896,5,47,52,hour,11.0,2011-01,Lembap (>60%)
420,2011-01-19,1,0,1,0,3,1,2,0.3,0.3182,0.81,0.0896,5,65,70,hour,12.0,2011-01,Lembap (>60%)
421,2011-01-19,1,0,1,0,3,1,1,0.4,0.4091,0.62,0.2836,11,67,78,hour,13.0,2011-01,Lembap (>60%)
422,2011-01-19,1,0,1,0,3,1,1,0.4,0.4091,0.58,0.2537,7,68,75,hour,14.0,2011-01,Normal (30-60%)
423,2011-01-19,1,0,1,0,3,1,1,0.4,0.4091,0.54,0.2836,4,78,82,hour,15.0,2011-01,Normal (30-60%)
424,2011-01-19,1,0,1,0,3,1,1,0.38,0.3939,0.58,0.3881,10,94,104,hour,16.0,2011-01,Normal (30-60%)
425,2011-01-19,1,0,1,0,3,1,1,0.36,0.3333,0.57,0.3284,7,190,197,hour,17.0,2011-01,Normal (30-60%)
426,2011-01-19,1,0,1,0,3,1,1,0.34,0.3182,0.61,0.2836,5,156,161,hour,18.0,2011-01,Lembap (>60%)
427,2011-01-19,1,0,1,0,3,1,1,0.32,0.2879,0.57,0.4179,4,108,112,hour,19.0,2011-01,Normal (30-60%)
428,2011-01-19,1,0,1,0,3,1,1,0.32,0.303,0.49,0.2985,2,74,76,hour,20.0,2011-01,Normal (30-60%)
429,2011-01-19,1,0,1,0,3,1,1,0.32,0.2879,0.49,0.4179,4,55,59,hour,21.0,2011-01,Normal (30-60%)
430,2011-01-19,1,0,1,0,3,1,1,0.3,0.303,0.52,0.1642,6,53,59,hour,22.0,2011-01,Normal (30-60%)
431,2011-01-19,1,0,1,0,3,1,1,0.3,0.2727,0.52,0.4627,1,27,28,hour,23.0,2011-01,Normal (30-60%)
432,2011-01-20,1,0,1,0,4,1,1,0.26,0.2273,0.56,0.3881,5,8,13,hour,0.0,2011-01,Normal (30-60%)
433,2011-01-20,1,0,1,0,4,1,1,0.26,0.2727,0.56,0.0,2,3,5,hour,1.0,2011-01,Normal (30-60%)
434,2011-01-20,1,0,1,0,4,1,1,0.26,0.2727,0.56,0.0,0,2,2,hour,2.0,2011-01,Normal (30-60%)
435,2011-01-20,1,0,1,0,4,1,1,0.26,0.2576,0.56,0.1642,0,1,1,hour,3.0,2011-01,Normal (30-60%)
436,2011-01-20,1,0,1,0,4,1,1,0.26,0.2576,0.56,0.1642,0,1,1,hour,4.0,2011-01,Normal (30-60%)
437,2011-01-20,1,0,1,0,4,1,1,0.24,0.2273,0.6,0.2239,0,6,6,hour,5.0,2011-01,Normal (30-60%)
438,2011-01-20,1,0,1,0,4,1,1,0.22,0.2121,0.6,0.2239,0,35,35,hour,6.0,2011-01,Normal (30-60%)
439,2011-01-20,1,0,1,0,4,1,1,0.22,0.2121,0.55,0.2239,1,100,101,hour,7.0,2011-01,Normal (30-60%)
440,2011-01-20,1,0,1,0,4,1,1,0.22,0.2121,0.55,0.2836,2,247,249,hour,8.0,2011-01,Normal (30-60%)
441,2011-01-20,1,0,1,0,4,1,2,0.24,0.2273,0.52,0.2239,3,140,143,hour,9.0,2011-01,Normal (30-60%)
442,2011-01-20,1,0,1,0,4,1,1,0.26,0.2273,0.48,0.2985,1,56,57,hour,10.0,2011-01,Normal (30-60%)
443,2011-01-20,1,0,1,0,4,1,2,0.28,0.2727,0.45,0.1642,5,63,68,hour,11.0,2011-01,Normal (30-60%)
444,2011-01-20,1,0,1,0,4,1,2,0.3,0.3333,0.42,0.0,7,77,84,hour,12.0,2011-01,Normal (30-60%)
445,2011-01-20,1,0,1,0,4,1,2,0.28,0.2879,0.45,0.1045,12,86,98,hour,13.0,2011-01,Normal (30-60%)
446,2011-01-20,1,0,1,0,4,1,2,0.3,0.303,0.45,0.1343,6,75,81,hour,14.0,2011-01,Normal (30-60%)
447,2011-01-20,1,0,1,0,4,1,2,0.32,0.3182,0.45,0.194,8,62,70,hour,15.0,2011-01,Normal (30-60%)
448,2011-01-20,1,0,1,0,4,1,2,0.3,0.303,0.49,0.1343,8,83,91,hour,16.0,2011-01,Normal (30-60%)
449,2011-01-20,1,0,1,0,4,1,2,0.3,0.3182,0.49,0.1045,8,207,215,hour,17.0,2011-01,Normal (30-60%)
450,2011-01-20,1,0,1,0,4,1,2,0.26,0.2576,0.56,0.194,1,184,185,hour,18.0,2011-01,Normal (30-60%)
451,2011-01-20,1,0,1,0,4,1,1,0.26,0.2273,0.56,0.3284,6,146,152,hour,19.0,2011-01,Normal (30-60%)
452,2011-01-20,1,0,1,0,4,1,2,0.26,0.2424,0.6,0.2836,2,124,126,hour,20.0,2011-01,Normal (30-60%)
453,2011-01-20,1,0,1,0,4,1,2,0.24,0.2273,0.6,0.2537,3,54,57,hour,21.0,2011-01,Normal (30-60%)
454,2011-01-20,1,0,1,0,4,1,2,0.24,0.2121,0.65,0.2836,0,56,56,hour,22.0,2011-01,Lembap (>60%)
455,2011-01-20,1,0,1,0,4,1,2,0.24,0.2121,0.65,0.3284,3,28,31,hour,23.0,2011-01,Lembap (>60%)
456,2011-01-21,1,0,1,0,5,1,2,0.24,0.2273,0.7,0.2537,1,20,21,hour,0.0,2011-01,Lembap (>60%)
457,2011-01-21,1,0,1,0,5,1,2,0.24,0.2273,0.7,0.2537,0,6,6,hour,1.0,2011-01,Lembap (>60%)
458,2011-01-21,1,0,1,0,5,1,3,0.24,0.2424,0.75,0.1642,0,2,2,hour,2.0,2011-01,Lembap (>60%)
459,2011-01-21,1,0,1,0,5,1,3,0.22,0.2121,0.8,0.2985,0,1,1,hour,3.0,2011-01,Lembap (>60%)
460,2011-01-21,1,0,1,0,5,1,2,0.22,0.2576,0.87,0.0896,0,1,1,hour,4.0,2011-01,Lembap (>60%)
461,2011-01-21,1,0,1,0,5,1,1,0.24,0.197,0.6,0.4179,1,4,5,hour,5.0,2011-01,Normal (30-60%)
462,2011-01-21,1,0,1,0,5,1,1,0.22,0.2121,0.55,0.2537,0,27,27,hour,6.0,2011-01,Normal (30-60%)
463,2011-01-21,1,0,1,0,5,1,1,0.2,0.1818,0.51,0.2836,2,66,68,hour,7.0,2011-01,Normal (30-60%)
464,2011-01-21,1,0,1,0,5,1,1,0.2,0.1818,0.47,0.3284,7,210,217,hour,8.0,2011-01,Normal (30-60%)
465,2011-01-21,1,0,1,0,5,1,1,0.2,0.1818,0.51,0.3582,7,159,166,hour,9.0,2011-01,Normal (30-60%)
466,2011-01-21,1,0,1,0,5,1,1,0.2,0.1667,0.47,0.4627,6,57,63,hour,10.0,2011-01,Normal (30-60%)
467,2011-01-21,1,0,1,0,5,1,1,0.22,0.1818,0.41,0.4627,6,53,59,hour,11.0,2011-01,Normal (30-60%)
468,2011-01-21,1,0,1,0,5,1,1,0.22,0.1818,0.27,0.5821,11,67,78,hour,12.0,2011-01,Kering (<30%)
469,2011-01-21,1,0,1,0,5,1,1,0.2,0.1515,0.21,0.5821,8,65,73,hour,13.0,2011-01,Kering (<30%)
470,2011-01-21,1,0,1,0,5,1,1,0.2,0.1515,0.25,0.5224,6,56,62,hour,14.0,2011-01,Kering (<30%)
471,2011-01-21,1,0,1,0,5,1,1,0.16,0.1212,0.26,0.4478,4,61,65,hour,15.0,2011-01,Kering (<30%)
472,2011-01-21,1,0,1,0,5,1,1,0.16,0.1364,0.26,0.3582,0,97,97,hour,16.0,2011-01,Kering (<30%)
473,2011-01-21,1,0,1,0,5,1,1,0.14,0.1212,0.28,0.3582,10,151,161,hour,17.0,2011-01,Kering (<30%)
474,2011-01-21,1,0,1,0,5,1,1,0.12,0.1212,0.3,0.2537,1,119,120,hour,18.0,2011-01,Kering (<30%)
475,2011-01-21,1,0,1,0,5,1,1,0.12,0.1061,0.3,0.3284,3,93,96,hour,19.0,2011-01,Kering (<30%)
476,2011-01-21,1,0,1,0,5,1,1,0.1,0.0758,0.33,0.4179,1,52,53,hour,20.0,2011-01,Normal (30-60%)
477,2011-01-21,1,0,1,0,5,1,1,0.08,0.0758,0.38,0.2836,0,41,41,hour,21.0,2011-01,Normal (30-60%)
478,2011-01-21,1,0,1,0,5,1,1,0.06,0.0303,0.41,0.3881,1,33,34,hour,22.0,2011-01,Normal (30-60%)
479,2011-01-21,1,0,1,0,5,1,1,0.06,0.0455,0.38,0.3284,0,27,27,hour,23.0,2011-01,Normal (30-60%)
480,2011-01-22,1,0,1,0,6,0,1,0.04,0.0303,0.45,0.2537,0,13,13,hour,0.0,2011-01,Normal (30-60%)
481,2011-01-22,1,0,1,0,6,0,2,0.04,0.0,0.41,0.3881,3,9,12,hour,1.0,2011-01,Normal (30-60%)
482,2011-01-22,1,0,1,0,6,0,2,0.04,0.0303,0.41,0.2537,0,11,11,hour,2.0,2011-01,Normal (30-60%)
483,2011-01-22,1,0,1,0,6,0,2,0.04,0.0303,0.41,0.2836,1,6,7,hour,3.0,2011-01,Normal (30-60%)
484,2011-01-22,1,0,1,0,6,0,2,0.02,0.0152,0.48,0.2985,0,3,3,hour,4.0,2011-01,Normal (30-60%)
485,2011-01-22,1,0,1,0,6,0,2,0.02,0.0303,0.44,0.2239,0,2,2,hour,6.0,2011-01,Normal (30-60%)
486,2011-01-22,1,0,1,0,6,0,1,0.02,0.0152,0.44,0.2836,0,8,8,hour,7.0,2011-01,Normal (30-60%)
487,2011-01-22,1,0,1,0,6,0,1,0.02,0.0,0.44,0.3284,1,26,27,hour,8.0,2011-01,Normal (30-60%)
488,2011-01-22,1,0,1,0,6,0,1,0.04,0.0303,0.41,0.2537,3,37,40,hour,9.0,2011-01,Normal (30-60%)
489,2011-01-22,1,0,1,0,6,0,2,0.04,0.0606,0.41,0.1642,3,50,53,hour,10.0,2011-01,Normal (30-60%)
490,2011-01-22,1,0,1,0,6,0,2,0.06,0.0758,0.38,0.1343,4,59,63,hour,11.0,2011-01,Normal (30-60%)
491,2011-01-22,1,0,1,0,6,0,2,0.06,0.1061,0.38,0.1045,10,60,70,hour,12.0,2011-01,Normal (30-60%)
492,2011-01-22,1,0,1,0,6,0,1,0.08,0.1667,0.35,0.0,12,72,84,hour,13.0,2011-01,Normal (30-60%)
493,2011-01-22,1,0,1,0,6,0,1,0.1,0.1364,0.33,0.1045,11,64,75,hour,14.0,2011-01,Normal (30-60%)
494,2011-01-22,1,0,1,0,6,0,1,0.12,0.1515,0.28,0.0,10,93,103,hour,15.0,2011-01,Kering (<30%)
495,2011-01-22,1,0,1,0,6,0,1,0.12,0.1364,0.28,0.194,11,72,83,hour,16.0,2011-01,Kering (<30%)
496,2011-01-22,1,0,1,0,6,0,1,0.12,0.197,0.28,0.0,8,59,67,hour,17.0,2011-01,Kering (<30%)
497,2011-01-22,1,0,1,0,6,0,1,0.08,0.0909,0.35,0.194,0,54,54,hour,18.0,2011-01,Normal (30-60%)
498,2011-01-22,1,0,1,0,6,0,1,0.08,0.1061,0.35,0.1343,6,53,59,hour,19.0,2011-01,Normal (30-60%)
499,2011-01-22,1,0,1,0,6,0,1,0.06,0.0758,0.45,0.1642,1,44,45,hour,20.0,2011-01,Normal (30-60%)
500,2011-01-22,1,0,1,0,6,0,1,0.06,0.1061,0.41,0.0896,0,39,39,hour,21.0,2011-01,Normal (30-60%)
501,2011-01-22,1,0,1,0,6,0,1,0.06,0.1515,0.49,0.0,7,23,30,hour,22.0,2011-01,Normal (30-60%)
502,2011-01-22,1,0,1,0,6,0,1,0.04,0.0758,0.57,0.1045,2,31,33,hour,23.0,2011-01,Normal (30-60%)
503,2011-01-23,1,0,1,0,0,0,1,0.04,0.0758,0.57,0.1045,2,20,22,hour,0.0,2011-01,Normal (30-60%)
504,2011-01-23,1,0,1,0,0,0,1,0.04,0.0758,0.57,0.1045,1,12,13,hour,1.0,2011-01,Normal (30-60%)
505,2011-01-23,1,0,1,0,0,0,1,0.02,0.0606,0.62,0.1343,3,15,18,hour,2.0,2011-01,Lembap (>60%)
506,2011-01-23,1,0,1,0,0,0,1,0.02,0.0606,0.62,0.1343,1,4,5,hour,3.0,2011-01,Lembap (>60%)
